race_id,season,round,date,race_name,circuit_id,circuit_name,driver_id,driver_name,constructor,grid,qualifying,sprint_position,finish_position,points,status,is_finished,is_win,is_podium,is_top10,best_clean_lap,avg_best_35pct_lap,lap_consistency,valid_laps,pit_stop_count,avg_pit_duration,min_pit_duration
2018-1,2018,1,2018-03-25T10:40:00+05:30,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,perez,Sergio Pérez,Force India,12,13,,11,0.0,Finished,1,0,0,0,,,,0,1,22.327,22.327
2018-1,2018,1,2018-03-25T10:40:00+05:30,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,ocon,Esteban Ocon,Force India,14,15,,12,0.0,Finished,1,0,0,0,,,,0,1,21.854,21.854
2018-1,2018,1,2018-03-25T10:40:00+05:30,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,leclerc,Charles Leclerc,Sauber,18,18,,13,0.0,Finished,1,0,0,0,,,,0,2,22.539,22.242
2018-1,2018,1,2018-03-25T10:40:00+05:30,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,stroll,Lance Stroll,Williams,13,14,,14,0.0,Finished,1,0,0,0,,,,0,2,23.450499999999998,21.397
2018-1,2018,1,2018-03-25T10:40:00+05:30,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,brendon_hartley,Brendon Hartley,Toro Rosso,16,16,,15,0.0,+1 Lap,1,0,0,0,,,,0,2,22.2545,22.213
2018-1,2018,1,2018-03-25T10:40:00+05:30,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,grosjean,Romain Grosjean,Haas F1 Team,6,7,,16,0.0,Wheel,0,0,0,0,,,,0,1,23.054,23.054
2018-1,2018,1,2018-03-25T10:40:00+05:30,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,kevin_magnussen,Kevin Magnussen,Haas F1 Team,5,6,,17,0.0,Wheel,0,0,0,0,,,,0,1,21.983,21.983
2018-1,2018,1,2018-03-25T10:40:00+05:30,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,gasly,Pierre Gasly,Toro Rosso,20,20,,18,0.0,Engine,0,0,0,0,,,,0,0,,
2018-1,2018,1,2018-03-25T10:40:00+05:30,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,ericsson,Marcus Ericsson,Sauber,17,17,,19,0.0,Steering,0,0,0,0,,,,0,0,,
2018-1,2018,1,2018-03-25T10:40:00+05:30,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,sirotkin,Sergey Sirotkin,Williams,19,19,,20,0.0,Brakes,0,0,0,0,,,,0,0,,
2018-2,2018,2,2018-04-08T20:40:00+05:30,Bahrain Grand Prix,bahrain,Bahrain International Circuit,vettel,Sebastian Vettel,Ferrari,1,1,,1,25.0,Finished,1,1,1,1,,,,0,1,24.524,24.524
2018-2,2018,2,2018-04-08T20:40:00+05:30,Bahrain Grand Prix,bahrain,Bahrain International Circuit,bottas,Valtteri Bottas,Mercedes,3,3,,2,18.0,Finished,1,0,1,1,,,,0,1,26.105,26.105
2018-2,2018,2,2018-04-08T20:40:00+05:30,Bahrain Grand Prix,bahrain,Bahrain International Circuit,hamilton,Lewis Hamilton,Mercedes,9,4,,3,15.0,Finished,1,0,1,1,,,,0,1,24.302,24.302
2018-2,2018,2,2018-04-08T20:40:00+05:30,Bahrain Grand Prix,bahrain,Bahrain International Circuit,gasly,Pierre Gasly,Toro Rosso,5,6,,4,12.0,Finished,1,0,0,1,,,,0,2,24.896,24.835
2018-2,2018,2,2018-04-08T20:40:00+05:30,Bahrain Grand Prix,bahrain,Bahrain International Circuit,kevin_magnussen,Kevin Magnussen,Haas F1 Team,6,7,,5,10.0,Finished,1,0,0,1,,,,0,2,24.8675,24.629
2018-2,2018,2,2018-04-08T20:40:00+05:30,Bahrain Grand Prix,bahrain,Bahrain International Circuit,hulkenberg,Nico Hülkenberg,Renault,7,8,,6,8.0,Finished,1,0,0,1,,,,0,2,24.418,24.382
2018-2,2018,2,2018-04-08T20:40:00+05:30,Bahrain Grand Prix,bahrain,Bahrain International Circuit,alonso,Fernando Alonso,McLaren,13,13,,7,6.0,+1 Lap,1,0,0,1,,,,0,2,24.787,24.581
2018-2,2018,2,2018-04-08T20:40:00+05:30,Bahrain Grand Prix,bahrain,Bahrain International Circuit,vandoorne,Stoffel Vandoorne,McLaren,14,14,,8,4.0,+1 Lap,1,0,0,1,,,,0,2,25.106,25.081
2018-2,2018,2,2018-04-08T20:40:00+05:30,Bahrain Grand Prix,bahrain,Bahrain International Circuit,ericsson,Marcus Ericsson,Sauber,17,17,,9,2.0,+1 Lap,1,0,0,1,,,,0,1,25.194,25.194
2018-2,2018,2,2018-04-08T20:40:00+05:30,Bahrain Grand Prix,bahrain,Bahrain International Circuit,ocon,Esteban Ocon,Force India,8,9,,10,1.0,+1 Lap,1,0,0,1,,,,0,2,24.6575,24.596
2018-2,2018,2,2018-04-08T20:40:00+05:30,Bahrain Grand Prix,bahrain,Bahrain International Circuit,sainz,Carlos Sainz,Renault,10,10,,11,0.0,+1 Lap,1,0,0,0,,,,0,2,25.5375,25.307
2018-2,2018,2,2018-04-08T20:40:00+05:30,Bahrain Grand Prix,bahrain,Bahrain International Circuit,leclerc,Charles Leclerc,Sauber,19,19,,12,0.0,+1 Lap,1,0,0,0,,,,0,2,25.351,25.139
2018-2,2018,2,2018-04-08T20:40:00+05:30,Bahrain Grand Prix,bahrain,Bahrain International Circuit,grosjean,Romain Grosjean,Haas F1 Team,16,16,,13,0.0,+1 Lap,1,0,0,0,,,,0,2,25.269,25.011
2018-2,2018,2,2018-04-08T20:40:00+05:30,Bahrain Grand Prix,bahrain,Bahrain International Circuit,stroll,Lance Stroll,Williams,20,20,,14,0.0,+1 Lap,1,0,0,0,,,,0,2,29.125,24.638
2018-2,2018,2,2018-04-08T20:40:00+05:30,Bahrain Grand Prix,bahrain,Bahrain International Circuit,sirotkin,Sergey Sirotkin,Williams,18,18,,15,0.0,+1 Lap,1,0,0,0,,,,0,1,24.672,24.672
2018-2,2018,2,2018-04-08T20:40:00+05:30,Bahrain Grand Prix,bahrain,Bahrain International Circuit,perez,Sergio Pérez,Force India,12,12,,16,0.0,+1 Lap,1,0,0,0,,,,0,2,24.8345,24.677
2018-2,2018,2,2018-04-08T20:40:00+05:30,Bahrain Grand Prix,bahrain,Bahrain International Circuit,brendon_hartley,Brendon Hartley,Toro Rosso,11,11,,17,0.0,+1 Lap,1,0,0,0,,,,0,1,36.646,36.646
2018-2,2018,2,2018-04-08T20:40:00+05:30,Bahrain Grand Prix,bahrain,Bahrain International Circuit,raikkonen,Kimi Räikkönen,Ferrari,2,2,,18,0.0,Wheel,0,0,0,0,,,,0,1,25.018,25.018
2018-2,2018,2,2018-04-08T20:40:00+05:30,Bahrain Grand Prix,bahrain,Bahrain International Circuit,max_verstappen,Max Verstappen,Red Bull,15,15,,19,0.0,Puncture,0,0,0,0,,,,0,1,30.381,30.381
2018-2,2018,2,2018-04-08T20:40:00+05:30,Bahrain Grand Prix,bahrain,Bahrain International Circuit,ricciardo,Daniel Ricciardo,Red Bull,4,5,,20,0.0,Electrical,0,0,0,0,,,,0,0,,
2018-3,2018,3,2018-04-15T11:40:00+05:30,Chinese Grand Prix,shanghai,Shanghai International Circuit,ricciardo,Daniel Ricciardo,Red Bull,6,6,,1,25.0,Finished,1,1,1,1,,,,0,2,22.866500000000002,22.691
2018-3,2018,3,2018-04-15T11:40:00+05:30,Chinese Grand Prix,shanghai,Shanghai International Circuit,bottas,Valtteri Bottas,Mercedes,3,3,,2,18.0,Finished,1,0,1,1,,,,0,1,22.097,22.097
2018-3,2018,3,2018-04-15T11:40:00+05:30,Chinese Grand Prix,shanghai,Shanghai International Circuit,raikkonen,Kimi Räikkönen,Ferrari,2,2,,3,15.0,Finished,1,0,1,1,,,,0,1,22.913,22.913
2018-3,2018,3,2018-04-15T11:40:00+05:30,Chinese Grand Prix,shanghai,Shanghai International Circuit,hamilton,Lewis Hamilton,Mercedes,4,4,,4,12.0,Finished,1,0,0,1,,,,0,1,22.464,22.464
2018-3,2018,3,2018-04-15T11:40:00+05:30,Chinese Grand Prix,shanghai,Shanghai International Circuit,max_verstappen,Max Verstappen,Red Bull,5,5,,5,10.0,Finished,1,0,0,1,,,,0,2,22.6555,22.596
2018-3,2018,3,2018-04-15T11:40:00+05:30,Chinese Grand Prix,shanghai,Shanghai International Circuit,hulkenberg,Nico Hülkenberg,Renault,7,7,,6,8.0,Finished,1,0,0,1,,,,0,2,23.4755,23.297
2018-3,2018,3,2018-04-15T11:40:00+05:30,Chinese Grand Prix,shanghai,Shanghai International Circuit,alonso,Fernando Alonso,McLaren,13,13,,7,6.0,Finished,1,0,0,1,,,,0,1,24.11,24.11
2018-3,2018,3,2018-04-15T11:40:00+05:30,Chinese Grand Prix,shanghai,Shanghai International Circuit,vettel,Sebastian Vettel,Ferrari,1,1,,8,4.0,Finished,1,0,0,1,,,,0,1,23.009,23.009
2018-3,2018,3,2018-04-15T11:40:00+05:30,Chinese Grand Prix,shanghai,Shanghai International Circuit,sainz,Carlos Sainz,Renault,9,9,,9,2.0,Finished,1,0,0,1,,,,0,2,23.526,23.117
2018-3,2018,3,2018-04-15T11:40:00+05:30,Chinese Grand Prix,shanghai,Shanghai International Circuit,kevin_magnussen,Kevin Magnussen,Haas F1 Team,11,11,,10,1.0,Finished,1,0,0,1,,,,0,1,22.973,22.973
2018-3,2018,3,2018-04-15T11:40:00+05:30,Chinese Grand Prix,shanghai,Shanghai International Circuit,ocon,Esteban Ocon,Force India,12,12,,11,0.0,Finished,1,0,0,0,,,,0,2,22.959,22.637
2018-3,2018,3,2018-04-15T11:40:00+05:30,Chinese Grand Prix,shanghai,Shanghai International Circuit,perez,Sergio Pérez,Force India,8,8,,12,0.0,Finished,1,0,0,0,,,,0,2,22.595,22.334
2018-3,2018,3,2018-04-15T11:40:00+05:30,Chinese Grand Prix,shanghai,Shanghai International Circuit,vandoorne,Stoffel Vandoorne,McLaren,14,14,,13,0.0,Finished,1,0,0,0,,,,0,1,23.73,23.73
2018-3,2018,3,2018-04-15T11:40:00+05:30,Chinese Grand Prix,shanghai,Shanghai International Circuit,stroll,Lance Stroll,Williams,18,18,,14,0.0,Finished,1,0,0,0,,,,0,1,22.661,22.661
2018-3,2018,3,2018-04-15T11:40:00+05:30,Chinese Grand Prix,shanghai,Shanghai International Circuit,sirotkin,Sergey Sirotkin,Williams,16,16,,15,0.0,Finished,1,0,0,0,,,,0,2,23.2195,22.723
2018-3,2018,3,2018-04-15T11:40:00+05:30,Chinese Grand Prix,shanghai,Shanghai International Circuit,ericsson,Marcus Ericsson,Sauber,20,20,,16,0.0,Finished,1,0,0,0,,,,0,1,22.785,22.785
2018-3,2018,3,2018-04-15T11:40:00+05:30,Chinese Grand Prix,shanghai,Shanghai International Circuit,grosjean,Romain Grosjean,Haas F1 Team,10,10,,17,0.0,Finished,1,0,0,0,,,,0,2,23.358,22.981
2018-3,2018,3,2018-04-15T11:40:00+05:30,Chinese Grand Prix,shanghai,Shanghai International Circuit,gasly,Pierre Gasly,Toro Rosso,17,17,,18,0.0,Finished,1,0,0,0,,,,0,2,29.299999999999997,23.95
2018-3,2018,3,2018-04-15T11:40:00+05:30,Chinese Grand Prix,shanghai,Shanghai International Circuit,leclerc,Charles Leclerc,Sauber,19,19,,19,0.0,Finished,1,0,0,0,,,,0,1,23.392,23.392
2018-3,2018,3,2018-04-15T11:40:00+05:30,Chinese Grand Prix,shanghai,Shanghai International Circuit,brendon_hartley,Brendon Hartley,Toro Rosso,15,15,,20,0.0,Collision damage,0,0,0,0,,,,0,2,23.621000000000002,23.172
2018-4,2018,4,2018-04-29T17:40:00+05:30,Azerbaijan Grand Prix,baku,Baku City Circuit,hamilton,Lewis Hamilton,Mercedes,2,2,,1,25.0,Finished,1,1,1,1,,,,0,2,20.853,20.377
2018-4,2018,4,2018-04-29T17:40:00+05:30,Azerbaijan Grand Prix,baku,Baku City Circuit,raikkonen,Kimi Räikkönen,Ferrari,6,6,,2,18.0,Finished,1,0,1,1,,,,0,2,25.5805,21.149
2018-4,2018,4,2018-04-29T17:40:00+05:30,Azerbaijan Grand Prix,baku,Baku City Circuit,perez,Sergio Pérez,Force India,8,8,,3,15.0,Finished,1,0,1,1,,,,0,2,27.1415,26.174
2018-4,2018,4,2018-04-29T17:40:00+05:30,Azerbaijan Grand Prix,baku,Baku City Circuit,vettel,Sebastian Vettel,Ferrari,1,1,,4,12.0,Finished,1,0,0,1,,,,0,2,20.43,20.037
2018-4,2018,4,2018-04-29T17:40:00+05:30,Azerbaijan Grand Prix,baku,Baku City Circuit,sainz,Carlos Sainz,Renault,9,10,,5,10.0,Finished,1,0,0,1,,,,0,1,21.516,21.516
2018-4,2018,4,2018-04-29T17:40:00+05:30,Azerbaijan Grand Prix,baku,Baku City Circuit,leclerc,Charles Leclerc,Sauber,13,14,,6,8.0,Finished,1,0,0,1,,,,0,1,21.058,21.058
2018-4,2018,4,2018-04-29T17:40:00+05:30,Azerbaijan Grand Prix,baku,Baku City Circuit,alonso,Fernando Alonso,McLaren,12,13,,7,6.0,Finished,1,0,0,1,,,,0,1,56.71,56.71
2018-4,2018,4,2018-04-29T17:40:00+05:30,Azerbaijan Grand Prix,baku,Baku City Circuit,stroll,Lance Stroll,Williams,10,11,,8,4.0,Finished,1,0,0,1,,,,0,1,19.737,19.737
2018-4,2018,4,2018-04-29T17:40:00+05:30,Azerbaijan Grand Prix,baku,Baku City Circuit,vandoorne,Stoffel Vandoorne,McLaren,16,16,,9,2.0,Finished,1,0,0,1,,,,0,3,20.916666666666668,20.76
2018-4,2018,4,2018-04-29T17:40:00+05:30,Azerbaijan Grand Prix,baku,Baku City Circuit,brendon_hartley,Brendon Hartley,Toro Rosso,19,19,,10,1.0,Finished,1,0,0,1,,,,0,3,21.08566666666667,20.809
2018-4,2018,4,2018-04-29T17:40:00+05:30,Azerbaijan Grand Prix,baku,Baku City Circuit,ericsson,Marcus Ericsson,Sauber,18,18,,11,0.0,Finished,1,0,0,0,,,,0,3,34.038000000000004,25.378
2018-4,2018,4,2018-04-29T17:40:00+05:30,Azerbaijan Grand Prix,baku,Baku City Circuit,gasly,Pierre Gasly,Toro Rosso,17,17,,12,0.0,Finished,1,0,0,0,,,,0,2,21.0345,20.782
2018-4,2018,4,2018-04-29T17:40:00+05:30,Azerbaijan Grand Prix,baku,Baku City Circuit,kevin_magnussen,Kevin Magnussen,Haas F1 Team,15,15,,13,0.0,Finished,1,0,0,0,,,,0,2,28.692999999999998,21.778
2018-4,2018,4,2018-04-29T17:40:00+05:30,Azerbaijan Grand Prix,baku,Baku City Circuit,bottas,Valtteri Bottas,Mercedes,3,3,,14,0.0,Puncture,0,0,0,0,,,,0,1,20.192,20.192
2018-4,2018,4,2018-04-29T17:40:00+05:30,Azerbaijan Grand Prix,baku,Baku City Circuit,grosjean,Romain Grosjean,Haas F1 Team,20,20,,15,0.0,Accident,0,0,0,0,,,,0,2,22.241,21.725
2018-4,2018,4,2018-04-29T17:40:00+05:30,Azerbaijan Grand Prix,baku,Baku City Circuit,max_verstappen,Max Verstappen,Red Bull,5,5,,16,0.0,Collision,0,0,0,0,,,,0,1,19.765,19.765
2018-4,2018,4,2018-04-29T17:40:00+05:30,Azerbaijan Grand Prix,baku,Baku City Circuit,ricciardo,Daniel Ricciardo,Red Bull,4,4,,17,0.0,Collision,0,0,0,0,,,,0,1,19.925,19.925
2018-4,2018,4,2018-04-29T17:40:00+05:30,Azerbaijan Grand Prix,baku,Baku City Circuit,hulkenberg,Nico Hülkenberg,Renault,14,9,,18,0.0,Accident,0,0,0,0,,,,0,0,,
2018-4,2018,4,2018-04-29T17:40:00+05:30,Azerbaijan Grand Prix,baku,Baku City Circuit,ocon,Esteban Ocon,Force India,7,7,,19,0.0,Collision,0,0,0,0,,,,0,0,,
2018-4,2018,4,2018-04-29T17:40:00+05:30,Azerbaijan Grand Prix,baku,Baku City Circuit,sirotkin,Sergey Sirotkin,Williams,11,12,,20,0.0,Collision,0,0,0,0,,,,0,0,,
2018-5,2018,5,2018-05-13T18:40:00+05:30,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,hamilton,Lewis Hamilton,Mercedes,1,1,,1,25.0,Finished,1,1,1,1,,,,0,1,22.085,22.085
2018-5,2018,5,2018-05-13T18:40:00+05:30,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,bottas,Valtteri Bottas,Mercedes,2,2,,2,18.0,Finished,1,0,1,1,,,,0,1,23.213,23.213
2018-5,2018,5,2018-05-13T18:40:00+05:30,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,max_verstappen,Max Verstappen,Red Bull,5,5,,3,15.0,Finished,1,0,1,1,,,,0,1,21.74,21.74
2018-5,2018,5,2018-05-13T18:40:00+05:30,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,vettel,Sebastian Vettel,Ferrari,3,3,,4,12.0,Finished,1,0,0,1,,,,0,2,23.1635,22.054
2018-5,2018,5,2018-05-13T18:40:00+05:30,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,ricciardo,Daniel Ricciardo,Red Bull,6,6,,5,10.0,Finished,1,0,0,1,,,,0,1,21.618,21.618
2018-5,2018,5,2018-05-13T18:40:00+05:30,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,kevin_magnussen,Kevin Magnussen,Haas F1 Team,7,7,,6,8.0,+1 Lap,1,0,0,1,,,,0,1,22.917,22.917
2018-5,2018,5,2018-05-13T18:40:00+05:30,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,sainz,Carlos Sainz,Renault,9,9,,7,6.0,+1 Lap,1,0,0,1,,,,0,1,22.409,22.409
2018-5,2018,5,2018-05-13T18:40:00+05:30,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,alonso,Fernando Alonso,McLaren,8,8,,8,4.0,+1 Lap,1,0,0,1,,,,0,1,21.721,21.721
2018-5,2018,5,2018-05-13T18:40:00+05:30,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,perez,Sergio Pérez,Force India,15,15,,9,2.0,+2 Laps,1,0,0,1,,,,0,2,22.34,22.242
2018-5,2018,5,2018-05-13T18:40:00+05:30,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,leclerc,Charles Leclerc,Sauber,14,14,,10,1.0,+2 Laps,1,0,0,1,,,,0,1,21.995,21.995
2018-5,2018,5,2018-05-13T18:40:00+05:30,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,stroll,Lance Stroll,Williams,18,19,,11,0.0,+2 Laps,1,0,0,0,,,,0,1,21.351,21.351
2018-5,2018,5,2018-05-13T18:40:00+05:30,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,brendon_hartley,Brendon Hartley,Toro Rosso,20,20,,12,0.0,+2 Laps,1,0,0,0,,,,0,2,22.5515,22.472
2018-5,2018,5,2018-05-13T18:40:00+05:30,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,ericsson,Marcus Ericsson,Sauber,17,17,,13,0.0,+2 Laps,1,0,0,0,,,,0,1,22.1,22.1
2018-5,2018,5,2018-05-13T18:40:00+05:30,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,sirotkin,Sergey Sirotkin,Williams,19,18,,14,0.0,+3 Laps,1,0,0,0,,,,0,3,22.64933333333333,22.034
2018-5,2018,5,2018-05-13T18:40:00+05:30,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,vandoorne,Stoffel Vandoorne,McLaren,11,11,,15,0.0,Gearbox,0,0,0,0,,,,0,1,27.416,27.416
2018-5,2018,5,2018-05-13T18:40:00+05:30,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,ocon,Esteban Ocon,Force India,13,13,,16,0.0,Oil leak,0,0,0,0,,,,0,1,47.91,47.91
2018-5,2018,5,2018-05-13T18:40:00+05:30,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,raikkonen,Kimi Räikkönen,Ferrari,4,4,,17,0.0,Turbo,0,0,0,0,,,,0,0,,
2018-5,2018,5,2018-05-13T18:40:00+05:30,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,grosjean,Romain Grosjean,Haas F1 Team,10,10,,18,0.0,Collision,0,0,0,0,,,,0,0,,
2018-5,2018,5,2018-05-13T18:40:00+05:30,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,gasly,Pierre Gasly,Toro Rosso,12,12,,19,0.0,Collision,0,0,0,0,,,,0,0,,
2018-5,2018,5,2018-05-13T18:40:00+05:30,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,hulkenberg,Nico Hülkenberg,Renault,16,16,,20,0.0,Collision,0,0,0,0,,,,0,0,,
2018-6,2018,6,2018-05-27T18:40:00+05:30,Monaco Grand Prix,monaco,Circuit de Monaco,ricciardo,Daniel Ricciardo,Red Bull,1,1,,1,25.0,Finished,1,1,1,1,,,,0,1,24.542,24.542
2018-6,2018,6,2018-05-27T18:40:00+05:30,Monaco Grand Prix,monaco,Circuit de Monaco,vettel,Sebastian Vettel,Ferrari,2,2,,2,18.0,Finished,1,0,1,1,,,,0,1,23.964,23.964
2018-6,2018,6,2018-05-27T18:40:00+05:30,Monaco Grand Prix,monaco,Circuit de Monaco,hamilton,Lewis Hamilton,Mercedes,3,3,,3,15.0,Finished,1,0,1,1,,,,0,1,23.739,23.739
2018-6,2018,6,2018-05-27T18:40:00+05:30,Monaco Grand Prix,monaco,Circuit de Monaco,raikkonen,Kimi Räikkönen,Ferrari,4,4,,4,12.0,Finished,1,0,0,1,,,,0,1,24.263,24.263
2018-6,2018,6,2018-05-27T18:40:00+05:30,Monaco Grand Prix,monaco,Circuit de Monaco,bottas,Valtteri Bottas,Mercedes,5,5,,5,10.0,Finished,1,0,0,1,,,,0,1,24.02,24.02
2018-6,2018,6,2018-05-27T18:40:00+05:30,Monaco Grand Prix,monaco,Circuit de Monaco,ocon,Esteban Ocon,Force India,6,6,,6,8.0,Finished,1,0,0,1,,,,0,1,24.663,24.663
2018-6,2018,6,2018-05-27T18:40:00+05:30,Monaco Grand Prix,monaco,Circuit de Monaco,gasly,Pierre Gasly,Toro Rosso,10,10,,7,6.0,Finished,1,0,0,1,,,,0,1,24.296,24.296
2018-6,2018,6,2018-05-27T18:40:00+05:30,Monaco Grand Prix,monaco,Circuit de Monaco,hulkenberg,Nico Hülkenberg,Renault,11,11,,8,4.0,Finished,1,0,0,1,,,,0,1,25.213,25.213
2018-6,2018,6,2018-05-27T18:40:00+05:30,Monaco Grand Prix,monaco,Circuit de Monaco,max_verstappen,Max Verstappen,Red Bull,20,20,,9,2.0,Finished,1,0,0,1,,,,0,1,24.111,24.111
2018-6,2018,6,2018-05-27T18:40:00+05:30,Monaco Grand Prix,monaco,Circuit de Monaco,sainz,Carlos Sainz,Renault,8,8,,10,1.0,Finished,1,0,0,1,,,,0,1,24.874,24.874
2018-6,2018,6,2018-05-27T18:40:00+05:30,Monaco Grand Prix,monaco,Circuit de Monaco,ericsson,Marcus Ericsson,Sauber,16,17,,11,0.0,Finished,1,0,0,0,,,,0,1,24.291,24.291
2018-6,2018,6,2018-05-27T18:40:00+05:30,Monaco Grand Prix,monaco,Circuit de Monaco,perez,Sergio Pérez,Force India,9,9,,12,0.0,Finished,1,0,0,0,,,,0,1,29.379,29.379
2018-6,2018,6,2018-05-27T18:40:00+05:30,Monaco Grand Prix,monaco,Circuit de Monaco,kevin_magnussen,Kevin Magnussen,Haas F1 Team,19,19,,13,0.0,Finished,1,0,0,0,,,,0,1,24.237,24.237
2018-6,2018,6,2018-05-27T18:40:00+05:30,Monaco Grand Prix,monaco,Circuit de Monaco,vandoorne,Stoffel Vandoorne,McLaren,12,12,,14,0.0,+1 Lap,1,0,0,0,,,,0,2,26.127499999999998,25.438
2018-6,2018,6,2018-05-27T18:40:00+05:30,Monaco Grand Prix,monaco,Circuit de Monaco,grosjean,Romain Grosjean,Haas F1 Team,18,15,,15,0.0,+1 Lap,1,0,0,0,,,,0,2,24.6545,24.568
2018-6,2018,6,2018-05-27T18:40:00+05:30,Monaco Grand Prix,monaco,Circuit de Monaco,sirotkin,Sergey Sirotkin,Williams,13,13,,16,0.0,+1 Lap,1,0,0,0,,,,0,3,27.514333333333337,25.17
2018-6,2018,6,2018-05-27T18:40:00+05:30,Monaco Grand Prix,monaco,Circuit de Monaco,stroll,Lance Stroll,Williams,17,18,,17,0.0,+2 Laps,1,0,0,0,,,,0,3,29.947666666666667,24.852
2018-6,2018,6,2018-05-27T18:40:00+05:30,Monaco Grand Prix,monaco,Circuit de Monaco,leclerc,Charles Leclerc,Sauber,14,14,,18,0.0,Collision,0,0,0,0,,,,0,1,23.87,23.87
2018-6,2018,6,2018-05-27T18:40:00+05:30,Monaco Grand Prix,monaco,Circuit de Monaco,brendon_hartley,Brendon Hartley,Toro Rosso,15,16,,19,0.0,Collision,0,0,0,0,,,,0,1,24.326,24.326
